id_bsran_Group	id_bsran	title_bsran	layer_bsran	objtype_bsran	objpixel_bsran	objgeo_bsran	pensymcolor_bsran	pensymsizepixel_bsran	pensymsizemeters_bsran	brushfill_bsran	brushcolor_bsran	alpha_bsran	uri_bsran	labelsize_bsran	labelcolor_bsran	objgeocenter_bsran
-1064471185_651	1064471185651			POINT	1069.20845191672 607.72692226557	1.51922991233213 0.131695436630237	-16777216	10	10	10	10					
-1064471185_652	1064471185652			POINT	1079.0511235307 613.614099103703	1.53318671509624 0.123245934568339	-16777216	10	10	10	10					
-1064471185_653	1064471185653			POINT	1079.28941384918 625.190128953151	1.53348611667752 0.106695808275124	-16777216	10	10	10	10					
-1064471185_654	1064471185654			POINT	1079.52771293293 636.766158499291	1.53378551825881 0.0901456819819114	-16777216	10	10	10	10					
-1064471185_655	1064471185655			POINT	1010.04945510597 595.409893585235	1.43526521511378 0.149501968080633	-16777216	10	10	10	10					
-1064471185_656	1064471185656			POINT	944.868088038879 591.613286322031	1.34271993488076 0.155145854113363	-16777216	10	10	10	10					
-1064471185_657	1064471185657			POINT	831.434380285614 591.342602782001	1.18164418078966 0.155904555998584	-16777216	10	10	10	10					
-1064471185_658	1064471185658			POINT	815.22956599455 591.303606492921	1.15863335877665 0.156012941982188	-16777216	10	10	10	10					
-1064471185_659	1064471185659			POINT	766.615124782752 591.186126531197	1.08960089273761 0.156338099932996	-16777216	10	10	10	10					
-1064471185_660	1064471185660			POINT	750.410311600499 591.146802803773	1.0665900707246 0.1564464859166	-16777216	10	10	10	10					
-1064471185_661	1064471185661			POINT	669.802279982436 591.578890210562	0.951535960658993 0.15698841583438	-16777216	10	10	10	10					
-1064471185_662	1064471185662			POINT	653.598025856408 591.542143653451	0.928525138645981 0.157096801817978	-16777216	10	10	10	10					
-1064471185_663	1064471185663			POINT	637.393771826483 591.505391478348	0.905514316632972 0.157205187801574	-16777216	10	10	10	10					
-1064471185_664	1064471185664			POINT	572.576756669604 591.358326352805	0.81347102858093 0.157638731735963	-16777216	10	10	10	10					
-1064471185_665	1064471185665			POINT	556.372503121541 591.321545903826	0.790460206567918 0.157747117719559	-16777216	10	10	10	10					
-1064471185_666	1064471185666			POINT	540.168249670123 591.284759763279	0.767449384554909 0.157855503703157	-16777216	10	10	10	10					
-1064471185_667	1064471185667			POINT	459.146983865843 591.100743257674	0.652395274489857 0.158397433621142	-16777216	10	10	10	10					
-1064471185_668	1064471185668			POINT	442.942730996184 591.063922710086	0.629384452476847 0.158505819604739	-16777216	10	10	10	10					
-1064471185_669	1064471185669			POINT	627.269028044348 591.638590996563	0.891136154532067 0.157049660301004	-16777216	10	10	10	10					
-1064471185_670	1064471185670			POINT	859.038642473139 591.701646166422	1.22084124013788 0.155301332232163	-16777216	10	10	10	10					
-1064471185_671	1064471185671			POINT	942.084301618756 466.580726797393	1.33918169885878 0.333903029945815	-16777216	10	10	10	10					
-1064471185_672	1064471185672			POINT	925.917097677103 466.5430366288	1.31622366607194 0.334010053684554	-16777216	10	10	10	10					
-1064471185_673	1064471185673			POINT	731.910680012536 466.083878307859	1.0407272726299 0.335294338549406	-16777216	10	10	10	10					
-1064471185_674	1064471185674			POINT	362.278543506766 328.834499867372	0.515742573354819 0.53366717082731	-16777216	10	10	10	10					
-1064471185_675	1064471185675			POINT	362.821935845222 287.721471624656	0.516657589801624 0.592440556713507	-16777216	10	10	10	10					
-1064471185_676	1064471185676			POINT	609.837338815672 169.618340695511	0.868308554802964 0.759497524051374	-16777216	10	10	10	10					
-1064471185_677	1064471185677			POINT	609.110694456206 151.111012726273	0.867333667619235 0.785957206726659	-16777216	10	10	10	10					
-1064471185_678	1064471185678			POINT	608.384145971951 132.603678799878	0.866358780435505 0.812416889401942	-16777216	10	10	10	10					
-1064471185_679	1064471185679			POINT	607.657693653485 114.096338831378	0.865383893251776 0.838876572077227	-16777216	10	10	10	10					
-1064471185_680	1064471185680			POINT	606.9313377914 95.5889927358335	0.864409006068045 0.86533625475251	-16777216	10	10	10	10					
-1064471185_681	1064471185681			POINT	606.205078676305 77.0816404283084	0.863434118884314 0.891795937427792	-16777216	10	10	10	10					
-1064471185_682	1064471185682			POINT	605.478916598825 58.5742818238686	0.862459231700583 0.918255620103074	-16777216	10	10	10	10					
-1064471185_683	1064471185683			POINT	613.939700819003 49.210244321161	0.87450407445467 0.93161625769338	-16777216	10	10	10	10					
-1064471185_684	1064471185684			POINT	631.587356172409 48.9894345406855	0.899568647146577 0.931877850198709	-16777216	10	10	10	10					
-1064471185_685	1064471185685			POINT	649.235008584933 48.7684938578831	0.924633219838484 0.93213944270404	-16777216	10	10	10	10					
-1064471185_686	1064471185686			POINT	666.882658054827 48.5474222383684	0.949697792530391 0.932401035209367	-16777216	10	10	10	10					
-1064471185_687	1064471185687			POINT	684.530304580341 48.3262196477258	0.974762365222297 0.932662627714697	-16777216	10	10	10	10					
-1064471185_688	1064471185688			POINT	702.177948159727 48.1048860515191	0.999826937914205 0.932924220220028	-16777216	10	10	10	10					
-1064471185_689	1064471185689			POINT	712.528893662789 49.5651099221376	1.01452323049337 0.930804468590021	-16777216	10	10	10	10					
-1064471185_690	1064471185690			POINT	718.610240301273 64.9666542260607	1.02311228401989 0.908767711217162	-16777216	10	10	10	10					
-1064471185_691	1064471185691			POINT	718.555935824281 83.2022527131677	1.02297834120721 0.882698579532828	-16777216	10	10	10	10					
-1064471185_692	1064471185692			POINT	718.501698876119 101.437848838493	1.02284439839452 0.856629447848496	-16777216	10	10	10	10					
-1064471185_693	1064471185693			POINT	718.447529495781 119.673442677687	1.02271045558184 0.83056031616416	-16777216	10	10	10	10					
-1064471185_694	1064471185694			POINT	718.393427722264 137.909034306395	1.02257651276914 0.804491184479826	-16777216	10	10	10	10					
-1064471185_695	1064471185695			POINT	718.339393594599 156.144623800268	1.02244256995646 0.778422052795491	-16777216	10	10	10	10					
-1064471185_696	1064471185696			POINT	707.353731894995 164.755391526407	1.00681395828752 0.766146684851365	-16777216	10	10	10	10					
-1064471185_697	1064471185697			POINT	696.395066080875 164.248316142915	0.991252318024923 0.766905882749408	-16777216	10	10	10	10					
-1064471185_698	1064471185698			POINT	685.436404471743 163.74119158023	0.975690677762327 0.76766508064745	-16777216	10	10	10	10					
-1064471185_699	1064471185699			POINT	674.47774707154 163.234017798769	0.96012903749973 0.768424278545491	-16777216	10	10	10	10					
-1064471185_700	1064471185700			POINT	663.519093884212 162.726794758946	0.944567397237134 0.769183476443534	-16777216	10	10	10	10					
-1064471185_701	1064471185701			POINT	652.560444913702 162.219522421173	0.929005756974537 0.769942674341575	-16777216	10	10	10	10					
-1064471185_702	1064471185702			POINT	641.601800163957 161.712200745856	0.91344411671194 0.770701872239618	-16777216	10	10	10	10					
-1064471185_703	1064471185703			POINT	630.643159638923 161.2048296934	0.897882476449344 0.77146107013766	-16777216	10	10	10	10					
-1064471185_704	1064471185704			POINT	619.684523342547 160.697409224204	0.882320836186748 0.772220268035701	-16777216	10	10	10	10					
-1064471185_705	1064471185705			POINT	573.074048842997 111.744562963688	0.816275272518775 0.84234427053635	-16777216	10	10	10	10					
-1064471185_706	1064471185706			POINT	571.96628413895 100.483310985207	0.814736299217128 0.858446263875266	-16777216	10	10	10	10					
-1064471185_707	1064471185707			POINT	570.858562945651 89.2220542105352	0.813197325915481 0.874548257214184	-16777216	10	10	10	10					
-1064471185_708	1064471185708			POINT	569.750885433071 77.9607926133859	0.811658352613835 0.890650250553101	-16777216	10	10	10	10					
-1064471185_709	1064471185709			POINT	568.643251771183 66.6995261674751	0.810119379312188 0.906752243892016	-16777216	10	10	10	10					
-1064471185_710	1064471185710			POINT	567.535662129963 55.4382548465167	0.808580406010541 0.922854237230933	-16777216	10	10	10	10					
-1064471185_711	1064471185711			POINT	549.556376687378 55.8544881686457	0.783044323325558 0.922313618607862	-16777216	10	10	10	10					
-1064471185_712	1064471185712			POINT	531.577085420999 56.2705871311362	0.757508240640575 0.921772999984794	-16777216	10	10	10	10					
-1064471185_713	1064471185713			POINT	513.597788335125 56.6865518085168	0.731972157955594 0.921232381361724	-16777216	10	10	10	10					
-1064471185_714	1064471185714			POINT	475.088320770508 136.865977499475	0.676621310412764 0.80771131932245	-16777216	10	10	10	10					
-1064471185_715	1064471185715			POINT	462.561376055362 138.826323144738	0.658824252895897 0.804952724649909	-16777216	10	10	10	10					
-1064471185_716	1064471185716			POINT	450.034419342556 140.786645936459	0.641027195379031 0.802194129977369	-16777216	10	10	10	10					
-1064471185_717	1064471185717			POINT	424.98047015709 144.707223709071	0.605433080345296 0.796676940632289	-16777216	10	10	10	10					
-1064471185_718	1064471185718			POINT	412.453477800992 146.66747906485	0.58763602282843 0.793918345959749	-16777216	10	10	10	10					
-1064471185_719	1064471185719			POINT	399.926473680354 148.627712316865	0.569838965311563 0.791159751287208	-16777216	10	10	10	10					
-1064471185_720	1064471185720			POINT	387.399457853451 150.587923652551	0.552041907794696 0.788401156614668	-16777216	10	10	10	10					
-1064471185_721	1064471185721			POINT	374.872430378555 152.548113259343	0.534244850277827 0.785642561942127	-16777216	10	10	10	10					
-1064471185_722	1064471185722			POINT	362.345391313939 154.508281324668	0.516447792760961 0.782883967269588	-16777216	10	10	10	10					
-1064471185_723	1064471185723			POINT	349.81834071787 156.468428035956	0.498650735244093 0.780125372597048	-16777216	10	10	10	10					
-1064471185_724	1064471185724			POINT	337.291278648615 158.42855358063	0.480853677727224 0.777366777924508	-16777216	10	10	10	10					
-1064471185_725	1064471185725			POINT	728.465956073779 177.945515418489	1.03675547987249 0.747224017246897	-16777216	10	10	10	10					
-1064471185_726	1064471185726			POINT	953.686980717346 418.457321878717	1.35581718267584 0.402662617986213	-16777216	10	10	10	10					
-1064471185_727	1064471185727			POINT	365.608951613728 436.671469088024	0.520097730415063 0.379491655142848	-16777216	10	10	10	10					
-1064471185_728	1064471185728			POINT	365.547736473032 422.700097632674	0.520059157694949 0.399465374632902	-16777216	10	10	10	10					
-1064471185_729	1064471185729			POINT	365.486491945305 408.728725623793	0.520020584974835 0.419439094122956	-16777216	10	10	10	10					
-1064471185_730	1064471185730			POINT	365.425218036962 394.757353027301	0.519982012254722 0.43941281361301	-16777216	10	10	10	10					
-1064471185_731	1064471185731			POINT	365.179828725581 338.871856083617	0.519827721374263 0.519307691573228	-16777216	10	10	10	10					
-1064471185_732	1064471185732			POINT	365.056957952717 310.929103200034	0.519750575934034 0.559255130553338	-16777216	10	10	10	10					
-1064471185_733	1064471185733			POINT	364.872431790828 269.014967593219	0.519634857773689 0.619176289023506	-16777216	10	10	10	10					
-1064471185_734	1064471185734			POINT	364.440844961167 171.21528375989	0.519364848732877 0.758992325453894	-16777216	10	10	10	10					
